ID,Children Code,Area Name,Area Code,Date,Weather Codes,Weathers,Winds,Waves
1,011000,宗谷地方,011000,2024-12-04T11:00:00+09:00,402,雪　で　ふぶく　夕方　から　夜のはじめ頃　くもり　所により　雷　を伴う,西の風　やや強く　海上　では　西の風　強く,３メートル　後　２．５メートル
1,011000,宗谷地方,011000,2024-12-05T00:00:00+09:00,402,雪　で　ふぶく　時々　くもり　所により　昼前　まで　雷　を伴う,西の風　やや強く　海上　では　西の風　強く,２．５メートル　後　３メートル
1,011000,宗谷地方,011000,2024-12-06T00:00:00+09:00,402,雪　時々　くもり,北西の風　後　西の風,２メートル　後　２．５メートル
2,012000,上川地方,012010,2024-12-04T11:00:00+09:00,402,雪　時々　くもり　所により　雷　を伴う,西の風　後　南の風,なし
2,012000,上川地方,012010,2024-12-05T00:00:00+09:00,402,雪　時々　くもり　所により　昼前　まで　雷　を伴う,南の風　日中　西の風,なし
2,012000,上川地方,012010,2024-12-06T00:00:00+09:00,402,雪　時々　くもり,南西の風　後　西の風,なし
2,012000,留萌地方,012020,2024-12-04T11:00:00+09:00,400,雪　で　ふぶく　所により　雷　を伴う,西の風　やや強く　海上　では　西の風　強く,３メートル　後　２．５メートル
2,012000,留萌地方,012020,2024-12-05T00:00:00+09:00,402,雪　で　ふぶく　夕方　から　時々　くもり　所により　昼前　まで　雷　を伴う,西の風　やや強く　海上　では　西の風　強く,２．５メートル　後　３メートル
2,012000,留萌地方,012020,2024-12-06T00:00:00+09:00,402,雪　で　ふぶく　時々　くもり,西の風　やや強く,２メートル　後　３メートル
3,013000,網走地方,013010,2024-12-04T11:00:00+09:00,413,雪　昼過ぎ　から　くもり,南の風　後　北西の風　海上　では　西の風　やや強く,１メートル　後　１．５メートル
3,013000,網走地方,013010,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,南の風　後　西の風　海上　では　南西の風　やや強く,１．５メートル　後　２メートル
3,013000,網走地方,013010,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,南西の風　後　北西の風,２メートル
3,013000,北見地方,013020,2024-12-04T11:00:00+09:00,200,くもり　所により　夕方　まで　雪,南の風　後　北西の風,なし
3,013000,北見地方,013020,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,南西の風,なし
3,013000,北見地方,013020,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,南西の風　後　西の風,なし
3,013000,紋別地方,013030,2024-12-04T11:00:00+09:00,204,くもり　昼過ぎ　一時　雪　で　ふぶく,南西の風　やや強く　後　西の風,１．５メートル
3,013000,紋別地方,013030,2024-12-05T00:00:00+09:00,204,くもり　朝　一時　雪,南西の風　後　西の風　海上　では　西の風　やや強く,１メートル　後　１．５メートル
3,013000,紋別地方,013030,2024-12-06T00:00:00+09:00,204,くもり　一時　雪,南西の風　後　西の風,１．５メートル
5,014100,釧路地方,014020,2024-12-04T11:00:00+09:00,211,くもり　夕方　から　晴れ　所により　昼前　雪,西の風　後　やや強く,１メートル　後　２メートル
5,014100,釧路地方,014020,2024-12-05T00:00:00+09:00,101,晴れ　昼前　まで　時々　くもり　所により　朝　から　昼前　雪,西の風　日中　やや強く,２メートル　後　２．５メートル
5,014100,釧路地方,014020,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風　後　やや強く,２メートル
5,014100,根室地方,014010,2024-12-04T11:00:00+09:00,411,雪　昼過ぎ　から　くもり　後　晴れ,北の風　後　西の風　海上　では　西の風　やや強く,１．５メートル　後　２メートル
5,014100,根室地方,014010,2024-12-05T00:00:00+09:00,101,晴れ　昼前　まで　時々　くもり　所により　朝　から　昼前　雪か雨,西の風　海上　では　西の風　やや強く,２メートル　後　２．５メートル
5,014100,根室地方,014010,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風,２メートル
5,014100,十勝地方,014030,2024-12-04T11:00:00+09:00,211,くもり　夕方　から　晴れ　所により　昼過ぎ　まで　雪,西の風　海上　では　西の風　やや強く,１メートル　後　２メートル
5,014100,十勝地方,014030,2024-12-05T00:00:00+09:00,101,晴れ　昼前　まで　時々　くもり　所により　朝　まで　雪,西の風　海上　では　西の風　やや強く,２メートル　後　２．５メートル
5,014100,十勝地方,014030,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,北東の風　後　北西の風,２メートル
6,015000,胆振地方,015010,2024-12-04T11:00:00+09:00,204,くもり　昼過ぎ　一時　雪　で　ふぶく,西の風　後　やや強く,１メートル　後　１．５メートル
6,015000,胆振地方,015010,2024-12-05T00:00:00+09:00,204,くもり　明け方　一時　雪,西の風　後　やや強く,１．５メートル
6,015000,胆振地方,015010,2024-12-06T00:00:00+09:00,204,くもり　一時　雪,北の風　後　西の風,１メートル　後　１．５メートル
6,015000,日高地方,015020,2024-12-04T11:00:00+09:00,413,雪　昼過ぎ　から　くもり,西の風　後　やや強く,１メートル　後　２メートル
6,015000,日高地方,015020,2024-12-05T00:00:00+09:00,204,くもり　明け方　から　朝　雪,西の風　後　やや強く　日高東部　では　西の風　強く,２メートル　後　２．５メートル
6,015000,日高地方,015020,2024-12-06T00:00:00+09:00,204,くもり　一時　雪,西の風　後　北西の風,２メートル　後　２．５メートル
7,016000,石狩地方,016010,2024-12-04T11:00:00+09:00,205,くもり　昼過ぎ　から　夕方　雪　所により　雷　を伴う,北西の風　後　南の風　石狩北部　では　西の風　やや強く,２．５メートル
7,016000,石狩地方,016010,2024-12-05T00:00:00+09:00,205,くもり　時々　雪　所により　昼前　まで　雷　を伴う,南の風　日中　北西の風　石狩北部　では　西の風　やや強く,２．５メートル　後　３メートル
7,016000,石狩地方,016010,2024-12-06T00:00:00+09:00,205,くもり　時々　雪,西の風　後　北西の風,２メートル　後　３メートル
7,016000,空知地方,016020,2024-12-04T11:00:00+09:00,402,雪　時々　くもり　所により　雷　を伴う,南の風　後　北西の風,なし
7,016000,空知地方,016020,2024-12-05T00:00:00+09:00,402,雪　時々　くもり　所により　昼前　まで　雷　を伴う,南の風　日中　西の風,なし
7,016000,空知地方,016020,2024-12-06T00:00:00+09:00,402,雪　時々　くもり,南東の風　後　北西の風,なし
7,016000,後志地方,016030,2024-12-04T11:00:00+09:00,402,雪　時々　くもり　所により　雷　を伴う,西の風　後志西部　では　後　西の風　強く,２．５メートル　後　３メートル
7,016000,後志地方,016030,2024-12-05T00:00:00+09:00,402,雪　時々　くもり　所により　昼前　まで　雷　を伴う,西の風　後志西部　では　はじめ　西の風　強く,３メートル
7,016000,後志地方,016030,2024-12-06T00:00:00+09:00,402,雪　時々　くもり,西の風　後　北西の風,２メートル　後　３メートル
8,017000,渡島地方,017010,2024-12-04T11:00:00+09:00,205,くもり　時々　雪　所により　雷　を伴う,西の風　海上　では　西の風　強く,２メートル　後　３メートル
8,017000,渡島地方,017010,2024-12-05T00:00:00+09:00,204,くもり　明け方　まで　雪　所により　昼前　まで　雷　を伴う,西の風　日中　やや強く　海上　では　西の風　強く,３メートル
8,017000,渡島地方,017010,2024-12-06T00:00:00+09:00,402,雪　時々　くもり,西の風,２．５メートル　後　４メートル
8,017000,檜山地方,017020,2024-12-04T11:00:00+09:00,402,雪　で　ふぶく　昼過ぎ　から　夕方　くもり　所により　雷　を伴う,西の風　やや強く　檜山奥尻島　では　西の風　強く,２メートル　後　３メートル
8,017000,檜山地方,017020,2024-12-05T00:00:00+09:00,413,雪　で　ふぶく　昼前　から　くもり　所により　昼前　まで　雷　を伴う,西の風　やや強く　檜山奥尻島　では　西の風　強く,３メートル
8,017000,檜山地方,017020,2024-12-06T00:00:00+09:00,402,雪　で　ふぶく　時々　くもり,北西の風　やや強く,２．５メートル　後　３メートル
9,020000,津軽,020010,2024-12-04T11:00:00+09:00,200,くもり　所により　雪か雨,西の風　海上　では　西の風　強く,２メートル　後　２．５メートル
9,020000,津軽,020010,2024-12-05T00:00:00+09:00,270,くもり　朝晩　雪か雨,西の風　海上　では　西の風　強く,２．５メートル　後　３メートル
9,020000,津軽,020010,2024-12-06T00:00:00+09:00,270,くもり　時々　雪か雨,西の風,４メートル
9,020000,下北,020020,2024-12-04T11:00:00+09:00,200,くもり　所により　雪か雨,西の風　海上　では　西の風　強く,１．５メートル
9,020000,下北,020020,2024-12-05T00:00:00+09:00,260,くもり　明け方　から　朝　雪か雨,南の風　後　西の風　やや強く　海上　では　西の風　強く,１．５メートル　後　２メートル
9,020000,下北,020020,2024-12-06T00:00:00+09:00,270,くもり　時々　雪か雨,北西の風　後　西の風,１メートル　後　２メートル
9,020000,三八上北,020030,2024-12-04T11:00:00+09:00,200,くもり　所により　夜のはじめ頃　まで　雪か雨,西の風　やや強く　後　南西の風,１メートル　後　１．５メートル
9,020000,三八上北,020030,2024-12-05T00:00:00+09:00,260,くもり　明け方　から　朝　雪か雨,南の風　後　西の風　やや強く,１メートル　後　１．５メートル
9,020000,三八上北,020030,2024-12-06T00:00:00+09:00,270,くもり　時々　雪か雨,西の風　やや強く,１メートル　後　２メートル
10,030000,内陸,030010,2024-12-04T11:00:00+09:00,200,くもり　所により　雨か雪,北西の風　後　西の風,なし
10,030000,内陸,030010,2024-12-05T00:00:00+09:00,270,くもり　朝晩　雪か雨,南の風　日中　西の風,なし
10,030000,内陸,030010,2024-12-06T00:00:00+09:00,260,くもり　一時　雪か雨,南の風　後　西の風,なし
10,030000,沿岸北部,030020,2024-12-04T11:00:00+09:00,211,くもり　夕方　から　晴れ　所により　昼前　雨,西の風　海上　では　北西の風　やや強く,１．５メートル
10,030000,沿岸北部,030020,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ　所により　朝晩　雪か雨,西の風　海上　では　南西の風　やや強く,１メートル　後　１．５メートル
10,030000,沿岸北部,030020,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風,１メートル　後　２メートル
10,030000,沿岸南部,030030,2024-12-04T11:00:00+09:00,211,くもり　夕方　から　晴れ　所により　昼前　雨,西の風　後　北西の風　海上　では　西の風　やや強く,１．５メートル
10,030000,沿岸南部,030030,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ　所により　明け方　から　昼前　雪か雨,北の風　海上　では　南西の風　やや強く,１メートル　後　１．５メートル
10,030000,沿岸南部,030030,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風,１メートル　後　２メートル
11,040000,東部,040010,2024-12-04T11:00:00+09:00,200,くもり　所により　夜遅く　雨か雪,西の風　やや強く　後　北の風,１．５メートル
11,040000,東部,040010,2024-12-05T00:00:00+09:00,200,くもり　所により　雨か雪,南西の風　後　北の風　海上　では　西の風　やや強く,１メートル　後　１．５メートル
11,040000,東部,040010,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風　後　やや強く,１メートル　後　２メートル
11,040000,西部,040020,2024-12-04T11:00:00+09:00,218,くもり　夜遅く　雨か雪,西の風　やや強く　後　南西の風,なし
11,040000,西部,040020,2024-12-05T00:00:00+09:00,302,雨か雪　時々　くもり,南西の風　後　西の風,なし
11,040000,西部,040020,2024-12-06T00:00:00+09:00,206,くもり　一時　雨か雪,西の風,なし
12,050000,沿岸,050010,2024-12-04T11:00:00+09:00,302,雨か雪　時々　くもり,西の風　やや強く　後　北の風,３メートル
12,050000,沿岸,050010,2024-12-05T00:00:00+09:00,304,雨か雪　所により　雷　を伴う,北西の風　やや強く　後　西の風,２メートル　後　３メートル
12,050000,沿岸,050010,2024-12-06T00:00:00+09:00,207,くもり　時々　雨か雪,西の風　やや強く,４メートル
12,050000,内陸,050020,2024-12-04T11:00:00+09:00,302,雨か雪　時々　くもり,北西の風,なし
12,050000,内陸,050020,2024-12-05T00:00:00+09:00,340,雪か雨　所により　雷　を伴う,北西の風　後　西の風,なし
12,050000,内陸,050020,2024-12-06T00:00:00+09:00,270,くもり　時々　雪か雨,西の風　やや強く,なし
13,060000,村山,060010,2024-12-04T11:00:00+09:00,203,くもり　時々　雨,南西の風　後　南の風,なし
13,060000,村山,060010,2024-12-05T00:00:00+09:00,304,雨か雪　所により　雷　を伴う,南の風,なし
13,060000,村山,060010,2024-12-06T00:00:00+09:00,207,くもり　時々　雨か雪,南の風　後　南西の風,なし
13,060000,置賜,060020,2024-12-04T11:00:00+09:00,302,雨　夕方　まで　時々　くもり,西の風,なし
13,060000,置賜,060020,2024-12-05T00:00:00+09:00,304,雨か雪　所により　雷　を伴う,西の風,なし
13,060000,置賜,060020,2024-12-06T00:00:00+09:00,207,くもり　時々　雨か雪,西の風,なし
13,060000,庄内,060030,2024-12-04T11:00:00+09:00,302,雨　時々　くもり,北西の風　やや強く　後　北の風,３メートル
13,060000,庄内,060030,2024-12-05T00:00:00+09:00,304,雨か雪　所により　雷　を伴う,西の風　やや強く,２メートル　後　３メートル
13,060000,庄内,060030,2024-12-06T00:00:00+09:00,207,くもり　時々　雨か雪,西の風　やや強く　後　北西の風　やや強く,４メートル
13,060000,最上,060040,2024-12-04T11:00:00+09:00,302,雨　時々　くもり,北西の風,なし
13,060000,最上,060040,2024-12-05T00:00:00+09:00,304,雨か雪　所により　雷　を伴う,南東の風　後　北西の風,なし
13,060000,最上,060040,2024-12-06T00:00:00+09:00,207,くもり　時々　雨か雪,西の風　後　北西の風　やや強く,なし
14,070000,中通り,070010,2024-12-04T11:00:00+09:00,201,くもり　昼過ぎ　から　夕方　晴れ　所により　夜　雨,北西の風　やや強く　後　北の風,なし
14,070000,中通り,070010,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ　所により　雨,南の風　日中　西の風,なし
14,070000,中通り,070010,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,南の風　後　西の風,なし
14,070000,浜通り,070020,2024-12-04T11:00:00+09:00,211,くもり　夕方　から　晴れ,北西の風　やや強く　後　北の風,１．５メートル
14,070000,浜通り,070020,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,北の風　後　北西の風　海上　では　西の風　やや強く,１メートル
14,070000,浜通り,070020,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風,１．５メートル
14,070000,会津,070030,2024-12-04T11:00:00+09:00,200,くもり　所により　雨,西の風,なし
14,070000,会津,070030,2024-12-05T00:00:00+09:00,302,雨か雪　時々　くもり,北西の風　後　西の風,なし
14,070000,会津,070030,2024-12-06T00:00:00+09:00,207,くもり　時々　雨か雪,西の風,なし
15,080000,北部,080010,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北西の風　後　北の風　海上　では　北西の風　やや強く,２メートル
15,080000,北部,080010,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北西の風　海上　では　北西の風　やや強く,１．５メートル　後　２メートル
15,080000,北部,080010,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,西の風,２メートル
15,080000,南部,080020,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北東の風　海上　では　北の風　やや強く,２メートル
15,080000,南部,080020,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北西の風　海上　では　北西の風　やや強く,１．５メートル　後　２メートル
15,080000,南部,080020,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,西の風　後　南西の風,２メートル
16,090000,南部,090010,2024-12-04T11:00:00+09:00,100,晴れ,北の風,なし
16,090000,南部,090010,2024-12-05T00:00:00+09:00,100,晴れ,北の風,なし
16,090000,南部,090010,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,南西の風,なし
16,090000,北部,090020,2024-12-04T11:00:00+09:00,100,晴れ,北西の風　やや強く　後　北の風,なし
16,090000,北部,090020,2024-12-05T00:00:00+09:00,101,晴れ　昼過ぎ　まで　時々　くもり,北の風　日光市　では　西の風　やや強く,なし
16,090000,北部,090020,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,南の風　後　南西の風,なし
17,100000,南部,100010,2024-12-04T11:00:00+09:00,100,晴れ,北西の風,なし
17,100000,南部,100010,2024-12-05T00:00:00+09:00,100,晴れ,北西の風,なし
17,100000,南部,100010,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,北の風,なし
17,100000,北部,100020,2024-12-04T11:00:00+09:00,100,晴れ,北の風,なし
17,100000,北部,100020,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,北の風,なし
17,100000,北部,100020,2024-12-06T00:00:00+09:00,200,くもり,北西の風　後　北の風,なし
18,110000,北部,110020,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北西の風,なし
18,110000,北部,110020,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,北西の風,なし
18,110000,北部,110020,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,西の風,なし
18,110000,南部,110010,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北の風,なし
18,110000,南部,110010,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,北の風　日中　南の風,なし
18,110000,南部,110010,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,北西の風　後　南の風,なし
18,110000,秩父地方,110030,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北の風　後　南西の風,なし
18,110000,秩父地方,110030,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,南西の風　日中　東の風,なし
18,110000,秩父地方,110030,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,南西の風　後　南の風,なし
19,120000,北西部,120010,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北の風,０．５メートル
19,120000,北西部,120010,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北の風,０．５メートル
19,120000,北西部,120010,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,西の風　後　南西の風,０．５メートル　後　１メートル
19,120000,北東部,120020,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北東の風　海上　では　北の風　やや強く,２メートル
19,120000,北東部,120020,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北西の風　海上　では　北西の風　やや強く,１．５メートル　後　２メートル
19,120000,北東部,120020,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,北西の風　後　西の風,２メートル
19,120000,南部,120030,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北東の風　夷隅・安房　では　北の風　やや強く,２メートル
19,120000,南部,120030,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北の風　後　西の風　やや強く　夷隅・安房　では　後　西の風　強く,１．５メートル　後　２．５メートル
19,120000,南部,120030,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,西の風　やや強く,２．５メートル　後　３メートル
20,130000,東京地方,130010,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北の風,０．５メートル
20,130000,東京地方,130010,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,北の風　後　南の風,０．５メートル
20,130000,東京地方,130010,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,南の風　後　やや強く,０．５メートル　後　１メートル
