ID,Children Code,Area Name,Area Code,Date,Weather Codes,Weathers,Winds,Waves
40,330000,北部,330020,2024-12-04T11:00:00+09:00,201,くもり　時々　晴れ,西の風,なし
40,330000,北部,330020,2024-12-05T00:00:00+09:00,200,くもり　所により　夜　雨,西の風,なし
40,330000,北部,330020,2024-12-06T00:00:00+09:00,200,くもり,西の風,なし
41,340000,南部,340010,2024-12-04T11:00:00+09:00,101,晴れ　時々　くもり,北の風　後　西の風,０．５メートル
41,340000,南部,340010,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,西の風　海上　では　西の風　やや強く,０．５メートル　後　１メートル
41,340000,南部,340010,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,西の風,１メートル
41,340000,北部,340020,2024-12-04T11:00:00+09:00,201,くもり　時々　晴れ,北西の風　後　西の風,なし
41,340000,北部,340020,2024-12-05T00:00:00+09:00,200,くもり　所により　夕方　から　雨,西の風,なし
41,340000,北部,340020,2024-12-06T00:00:00+09:00,200,くもり,西の風,なし
42,360000,北部,360010,2024-12-04T11:00:00+09:00,101,晴れ　時々　くもり,北西の風　海上　では　北西の風　やや強く,１メートル
42,360000,北部,360010,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北西の風　海上　では　北西の風　やや強く,１メートル
42,360000,北部,360010,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風,１メートル
42,360000,南部,360020,2024-12-04T11:00:00+09:00,100,晴れ,北の風　やや強く　後　北西の風　やや強く,１．５メートル
42,360000,南部,360020,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,北西の風　海上　では　北西の風　やや強く,１．５メートル
42,360000,南部,360020,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,西の風,１．５メートル
43,370000,香川県,370000,2024-12-04T11:00:00+09:00,101,晴れ　時々　くもり,西の風　海上　では　後　北西の風　やや強く,０．５メートル　後　１メートル
43,370000,香川県,370000,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,西の風　海上　では　西の風　やや強く,１メートル
43,370000,香川県,370000,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風,１メートル
44,380000,中予,380010,2024-12-04T11:00:00+09:00,101,晴れ　昼過ぎ　から　夕方　くもり,北西の風,０．５メートル
44,380000,中予,380010,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北西の風　後　西の風　海上　では　後　西の風　やや強く,０．５メートル　後　１メートル
44,380000,中予,380010,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風,１メートル
44,380000,東予,380020,2024-12-04T11:00:00+09:00,201,くもり　時々　晴れ,北の風　後　西の風,０．５メートル
44,380000,東予,380020,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,西の風,０．５メートル
44,380000,東予,380020,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風,１メートル　後　０．５メートル
44,380000,南予,380030,2024-12-04T11:00:00+09:00,100,晴れ,北西の風　やや強く,１．５メートル
44,380000,南予,380030,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北西の風　後　西の風　海上　では　北西の風　やや強く,１．５メートル
44,380000,南予,380030,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風　やや強く　後　北西の風,１．５メートル
45,390000,中部,390010,2024-12-04T11:00:00+09:00,100,晴れ,北の風　やや強く　後　西の風,１．５メートル
45,390000,中部,390010,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,西の風　後　北西の風　海上　では　後　北西の風　やや強く,１．５メートル
45,390000,中部,390010,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,北西の風　後　西の風,１．５メートル
45,390000,東部,390020,2024-12-04T11:00:00+09:00,100,晴れ,北西の風　やや強く,１．５メートル
45,390000,東部,390020,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,北西の風　後　西の風　海上　では　北西の風　やや強く,１．５メートル
45,390000,東部,390020,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,北西の風,１．５メートル
45,390000,西部,390030,2024-12-04T11:00:00+09:00,100,晴れ,北西の風　やや強く　後　北の風,２メートル　後　１．５メートル
45,390000,西部,390030,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北の風　後　北西の風　海上　では　北西の風　やや強く,１．５メートル
45,390000,西部,390030,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風,１．５メートル
46,350000,西部,350010,2024-12-04T11:00:00+09:00,111,晴れ　昼過ぎ　から　くもり　所により　夜遅く　雨,北西の風　下関　では　北西の風　やや強く,２．５メートル　後　２メートル　うねり　を伴う　ただし　瀬戸内側　では　０．５メートル
46,350000,西部,350010,2024-12-05T00:00:00+09:00,200,くもり　所により　雨,北西の風　後　西の風　海上　では　西の風　やや強く,２メートル　ただし　瀬戸内側　では　１メートル
46,350000,西部,350010,2024-12-06T00:00:00+09:00,200,くもり,西の風,２メートル　ただし　瀬戸内側　では　１メートル
46,350000,中部,350020,2024-12-04T11:00:00+09:00,201,くもり　時々　晴れ　所により　夜遅く　雨か雪,北西の風　海上　では　北西の風　やや強く,０．５メートル　後　１メートル
46,350000,中部,350020,2024-12-05T00:00:00+09:00,200,くもり　所により　雨か雪,西の風　海上　では　西の風　やや強く,１メートル
46,350000,中部,350020,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風,１メートル
46,350000,東部,350030,2024-12-04T11:00:00+09:00,101,晴れ　時々　くもり,北西の風　後　西の風　柳井・光　では　北西の風　やや強く,１メートル
46,350000,東部,350030,2024-12-05T00:00:00+09:00,210,くもり　昼前　から　時々　晴れ　所により　雨か雪,西の風　柳井・光　では　西の風　やや強く,１メートル
46,350000,東部,350030,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,西の風,１メートル
46,350000,北部,350040,2024-12-04T11:00:00+09:00,200,くもり　所により　夜遅く　雨,北の風　後　北西の風　海上　では　北西の風　やや強く,２．５メートル　後　２メートル　うねり　を伴う
46,350000,北部,350040,2024-12-05T00:00:00+09:00,200,くもり　所により　雨,北西の風　後　西の風　海上　では　北西の風　やや強く,２．５メートル　後　２メートル
46,350000,北部,350040,2024-12-06T00:00:00+09:00,200,くもり,西の風,２メートル　後　２．５メートル
47,400000,福岡地方,400010,2024-12-04T11:00:00+09:00,201,くもり　時々　晴れ　所により　夜遅く　雨,北の風　後　北西の風　海上　では　北西の風　やや強く,２メートル
47,400000,福岡地方,400010,2024-12-05T00:00:00+09:00,200,くもり　所により　雨,北西の風　後　西の風　海上　では　西の風　やや強く,２メートル
47,400000,福岡地方,400010,2024-12-06T00:00:00+09:00,200,くもり,北西の風,２メートル
47,400000,北九州地方,400020,2024-12-04T11:00:00+09:00,201,くもり　時々　晴れ　所により　夜遅く　雨,北西の風　北九州・遠賀地区　では　北西の風　やや強く,２メートル　ただし　瀬戸内側　では　０．５メートル
47,400000,北九州地方,400020,2024-12-05T00:00:00+09:00,200,くもり　所により　雨,北西の風　後　西の風　海上　では　西の風　やや強く,２メートル　ただし　瀬戸内側　では　１メートル
47,400000,北九州地方,400020,2024-12-06T00:00:00+09:00,200,くもり,西の風,２メートル　ただし　瀬戸内側　では　１メートル
47,400000,筑豊地方,400030,2024-12-04T11:00:00+09:00,201,くもり　時々　晴れ　所により　夜遅く　雨,北の風,なし
47,400000,筑豊地方,400030,2024-12-05T00:00:00+09:00,200,くもり　所により　雨,南の風　日中　西の風,なし
47,400000,筑豊地方,400030,2024-12-06T00:00:00+09:00,200,くもり,西の風,なし
47,400000,筑後地方,400040,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北の風,０．５メートル
47,400000,筑後地方,400040,2024-12-05T00:00:00+09:00,200,くもり　所により　雨,東の風　後　西の風,０．５メートル
47,400000,筑後地方,400040,2024-12-06T00:00:00+09:00,200,くもり,南の風　後　西の風,０．５メートル
48,410000,南部,410010,2024-12-04T11:00:00+09:00,111,晴れ　夕方　から　くもり,北の風　後　西の風,０．５メートル
48,410000,南部,410010,2024-12-05T00:00:00+09:00,210,くもり　昼過ぎ　から　時々　晴れ,西の風,０．５メートル
48,410000,南部,410010,2024-12-06T00:00:00+09:00,200,くもり,西の風,０．５メートル
48,410000,北部,410020,2024-12-04T11:00:00+09:00,111,晴れ　夕方　から　くもり,北西の風,２メートル　後　１．５メートル
48,410000,北部,410020,2024-12-05T00:00:00+09:00,210,くもり　昼過ぎ　から　時々　晴れ,北西の風　後　西の風　唐津地区　では　西の風　やや強く,１．５メートル
48,410000,北部,410020,2024-12-06T00:00:00+09:00,200,くもり,西の風,１．５メートル
49,420000,南部,420010,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北の風　海上　では　北の風　やや強く,１．５メートル　後　１メートル
49,420000,南部,420010,2024-12-05T00:00:00+09:00,210,くもり　昼過ぎ　から　時々　晴れ　所により　朝　から　昼過ぎ　雨,北の風　後　西の風　海上　では　北西の風　やや強く,１メートル　後　１．５メートル
49,420000,南部,420010,2024-12-06T00:00:00+09:00,200,くもり,西の風　後　北西の風,１．５メートル
49,420000,北部,420020,2024-12-04T11:00:00+09:00,111,晴れ　夕方　から　くもり,北の風　後　北西の風　海上　では　北の風　やや強く,２メートル　後　１．５メートル
49,420000,北部,420020,2024-12-05T00:00:00+09:00,210,くもり　昼過ぎ　から　時々　晴れ,北西の風　海上　では　西の風　やや強く,１．５メートル
49,420000,北部,420020,2024-12-06T00:00:00+09:00,200,くもり,西の風　後　北西の風,１．５メートル
49,420000,壱岐・対馬,420030,2024-12-04T11:00:00+09:00,111,晴れ　夜　くもり,北西の風　海上　では　北西の風　やや強く,２メートル
49,420000,壱岐・対馬,420030,2024-12-05T00:00:00+09:00,101,晴れ　時々　くもり,北西の風　後　西の風　海上　では　西の風　やや強く,２メートル
49,420000,壱岐・対馬,420030,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,西の風,２メートル
49,420000,五島,420040,2024-12-04T11:00:00+09:00,111,晴れ　夕方　から　くもり,北の風　後　北西の風　海上　では　北の風　やや強く,２メートル　後　１．５メートル
49,420000,五島,420040,2024-12-05T00:00:00+09:00,200,くもり　所により　昼過ぎ　まで　雨,北西の風　海上　では　北西の風　やや強く,１．５メートル
49,420000,五島,420040,2024-12-06T00:00:00+09:00,200,くもり,北西の風,１．５メートル
50,430000,熊本地方,430010,2024-12-04T11:00:00+09:00,100,晴れ,北の風,０．５メートル
50,430000,熊本地方,430010,2024-12-05T00:00:00+09:00,211,くもり　夕方　から　晴れ,北の風　後　南西の風,０．５メートル
50,430000,熊本地方,430010,2024-12-06T00:00:00+09:00,200,くもり,北の風　後　北東の風,０．５メートル
50,430000,阿蘇地方,430020,2024-12-04T11:00:00+09:00,100,晴れ,北西の風　後　南西の風,なし
50,430000,阿蘇地方,430020,2024-12-05T00:00:00+09:00,210,くもり　昼過ぎ　から　時々　晴れ,南の風　後　西の風,なし
50,430000,阿蘇地方,430020,2024-12-06T00:00:00+09:00,200,くもり,南西の風　後　西の風,なし
50,430000,天草・芦北地方,430030,2024-12-04T11:00:00+09:00,100,晴れ,北西の風　後　北の風　天草地方　では　北の風　やや強く,１．５メートル　後　１メートル　ただし　芦北地方　では　０．５メートル
50,430000,天草・芦北地方,430030,2024-12-05T00:00:00+09:00,200,くもり　所により　朝　から　昼過ぎ　雨,北の風　後　西の風,１メートル　ただし　芦北地方　では　０．５メートル
50,430000,天草・芦北地方,430030,2024-12-06T00:00:00+09:00,200,くもり,西の風,１メートル　後　１．５メートル　ただし　芦北地方　では　０．５メートル
50,430000,球磨地方,430040,2024-12-04T11:00:00+09:00,100,晴れ　所により　昼前　霧,西の風,なし
50,430000,球磨地方,430040,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ　所により　朝　から　昼過ぎ　雨か雪,南西の風　後　西の風,なし
50,430000,球磨地方,430040,2024-12-06T00:00:00+09:00,200,くもり,西の風,なし
51,440000,中部,440010,2024-12-04T11:00:00+09:00,100,晴れ,北の風　後　北西の風　海上　では　北西の風　やや強く,１メートル
51,440000,中部,440010,2024-12-05T00:00:00+09:00,211,くもり　夕方　から　晴れ,西の風　後　南の風　海上　では　北西の風　やや強く,１メートル
51,440000,中部,440010,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,南の風　後　北西の風,１メートル
51,440000,北部,440020,2024-12-04T11:00:00+09:00,101,晴れ　時々　くもり,北西の風　後　やや強く,１メートル
51,440000,北部,440020,2024-12-05T00:00:00+09:00,210,くもり　昼過ぎ　から　時々　晴れ,西の風　日中　やや強く,１メートル
51,440000,北部,440020,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風　後　やや強く,１メートル
51,440000,西部,440030,2024-12-04T11:00:00+09:00,100,晴れ,西の風,なし
51,440000,西部,440030,2024-12-05T00:00:00+09:00,210,くもり　昼過ぎ　から　時々　晴れ,西の風,なし
51,440000,西部,440030,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,南西の風　後　西の風,なし
51,440000,南部,440040,2024-12-04T11:00:00+09:00,100,晴れ,北の風　海上　では　北の風　やや強く,２メートル　後　１．５メートル
51,440000,南部,440040,2024-12-05T00:00:00+09:00,211,くもり　夕方　から　晴れ,北の風　海上　では　北西の風　やや強く,１．５メートル　後　１メートル
51,440000,南部,440040,2024-12-06T00:00:00+09:00,100,晴れ,北の風,１メートル
52,450000,南部平野部,450010,2024-12-04T11:00:00+09:00,100,晴れ,東の風　後　西の風　海上　では　北の風　やや強く,１．５メートル
52,450000,南部平野部,450010,2024-12-05T00:00:00+09:00,101,晴れ　朝　から　昼過ぎ　くもり,西の風,１メートル
52,450000,南部平野部,450010,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,西の風,１メートル
52,450000,北部平野部,450020,2024-12-04T11:00:00+09:00,100,晴れ,北の風　海上　では　北の風　やや強く,１．５メートル
52,450000,北部平野部,450020,2024-12-05T00:00:00+09:00,101,晴れ　朝　から　昼過ぎ　くもり,西の風,１メートル
52,450000,北部平野部,450020,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,西の風,１メートル
52,450000,南部山沿い,450030,2024-12-04T11:00:00+09:00,100,晴れ,西の風,なし
52,450000,南部山沿い,450030,2024-12-05T00:00:00+09:00,101,晴れ　朝　から　夕方　くもり,西の風,なし
52,450000,南部山沿い,450030,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,西の風,なし
52,450000,北部山沿い,450040,2024-12-04T11:00:00+09:00,100,晴れ,北西の風,なし
52,450000,北部山沿い,450040,2024-12-05T00:00:00+09:00,101,晴れ　朝　から　夕方　くもり,北西の風,なし
52,450000,北部山沿い,450040,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,北西の風,なし
54,460100,薩摩地方,460010,2024-12-04T11:00:00+09:00,100,晴れ,北の風　海上　では　北の風　やや強く,１．５メートル
54,460100,薩摩地方,460010,2024-12-05T00:00:00+09:00,200,くもり　明け方　まで　晴れ　所により　朝　から　昼過ぎ　雨,北西の風,１メートル
54,460100,薩摩地方,460010,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,北西の風,１．５メートル
54,460100,大隅地方,460020,2024-12-04T11:00:00+09:00,100,晴れ,北西の風,１メートル
54,460100,大隅地方,460020,2024-12-05T00:00:00+09:00,201,くもり　朝晩　晴れ,北西の風,１メートル
54,460100,大隅地方,460020,2024-12-06T00:00:00+09:00,101,晴れ　時々　くもり,北西の風,１メートル
54,460100,種子島・屋久島地方,460030,2024-12-04T11:00:00+09:00,100,晴れ,北西の風　やや強く,１．５メートル
54,460100,種子島・屋久島地方,460030,2024-12-05T00:00:00+09:00,111,晴れ　昼前　から　くもり　所により　昼過ぎ　から　雨,北西の風　はじめ　やや強く,１．５メートル
54,460100,種子島・屋久島地方,460030,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,北西の風,１．５メートル
54,460100,奄美地方,460040,2024-12-04T11:00:00+09:00,100,晴れ,北の風　やや強く,２メートル
54,460100,奄美地方,460040,2024-12-05T00:00:00+09:00,200,くもり　明け方　まで　晴れ　十島村　では　夕方　から　雨,北の風,１．５メートル
54,460100,奄美地方,460040,2024-12-06T00:00:00+09:00,200,くもり,北の風,１．５メートル
55,471000,本島中南部,471010,2024-12-04T11:00:00+09:00,101,晴れ　時々　くもり,北東の風　やや強く,２メートル
55,471000,本島中南部,471010,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北東の風,２メートル　後　１．５メートル
55,471000,本島中南部,471010,2024-12-06T00:00:00+09:00,200,くもり,北東の風,１．５メートル
55,471000,本島北部,471020,2024-12-04T11:00:00+09:00,101,晴れ　時々　くもり,北東の風　やや強く,２メートル
55,471000,本島北部,471020,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北東の風,２メートル　後　１．５メートル
55,471000,本島北部,471020,2024-12-06T00:00:00+09:00,200,くもり,北東の風,１．５メートル
55,471000,久米島,471030,2024-12-04T11:00:00+09:00,101,晴れ　時々　くもり,北東の風　やや強く,２メートル
55,471000,久米島,471030,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北東の風,２メートル　後　１．５メートル
55,471000,久米島,471030,2024-12-06T00:00:00+09:00,200,くもり,北東の風,１．５メートル
56,472000,大東島地方,472000,2024-12-04T11:00:00+09:00,211,くもり　夕方　から　晴れ,北の風　後　やや強く,２メートル
56,472000,大東島地方,472000,2024-12-05T00:00:00+09:00,201,くもり　時々　晴れ,北の風　後　北東の風,２メートル
56,472000,大東島地方,472000,2024-12-06T00:00:00+09:00,201,くもり　時々　晴れ,北東の風,１．５メートル
57,473000,宮古島地方,473000,2024-12-04T11:00:00+09:00,101,晴れ　時々　くもり　所により　昼過ぎ　雨,北東の風　やや強く,２メートル　後　２．５メートル
57,473000,宮古島地方,473000,2024-12-05T00:00:00+09:00,200,くもり　明け方　まで　晴れ,北東の風,２．５メートル　後　２メートル
57,473000,宮古島地方,473000,2024-12-06T00:00:00+09:00,202,くもり　一時　雨,東の風　後　北東の風　やや強く,２メートル
58,474000,石垣島地方,474010,2024-12-04T11:00:00+09:00,200,くもり　所により　夜のはじめ頃　まで　雨,北東の風　やや強く,２メートル　後　２．５メートル
58,474000,石垣島地方,474010,2024-12-05T00:00:00+09:00,200,くもり,北東の風　やや強く,２．５メートル　後　２メートル
58,474000,石垣島地方,474010,2024-12-06T00:00:00+09:00,202,くもり　一時　雨,東の風　後　北東の風　やや強く,２メートル
58,474000,与那国島地方,474020,2024-12-04T11:00:00+09:00,200,くもり　所により　雨,北東の風　やや強く,２メートル　後　２．５メートル
58,474000,与那国島地方,474020,2024-12-05T00:00:00+09:00,212,くもり　夜遅く　雨,北東の風　やや強く,２．５メートル　後　２メートル
58,474000,与那国島地方,474020,2024-12-06T00:00:00+09:00,202,くもり　一時　雨,東の風　後　北東の風　やや強く,２メートル　後　２．５メートル
